simpleview_listing_accountid,simpleview_listing_ACCTID,simpleview_listing_LONGITUDE,simpleview_listing_CITY,simpleview_listing_LISTINGKEYWORDS,simpleview_listing_ALTPHONE,simpleview_listing_TOLLFREE,simpleview_listing_SOCIALMEDIA,simpleview_listing_FAX,simpleview_listing_EMAIL,simpleview_listing_ADDR3,simpleview_listing_ZIP,simpleview_listing_ADDR1,simpleview_listing_PHONE,simpleview_listing_ADDR2,simpleview_listing_LATITUDE,simpleview_listing_WEBURL,simpleview_listing_LOGOFILE,simpleview_listing_STATE,simpleview_listing_LISTINGID,Listing Category one,Listing Region,Listing Amenity,ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image ID,Listing Category Two
400,392,-91.3840164000,Natchez,,,,,,lindenbandb@gmail.com,,39120,1 Conner Circle,(769) 355-2127,,31.5522181,http://www.lindenbandb.com,,MS,400,HISTORIC SITES &amp; HOMES>Homes,,Breakfast Included|Coffee Maker|Credit Cards Accepted|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Long Term Stay Available|Meeting Space Available|Off Street Parking|Private Bath|Wireless Internet in Room,1223,Linden,"The Conner/ Feltus Family has owned Linden, one of the oldest antebellum homes in Natchez, for six generations-one of the few remaining long-term family owned bed and breakfasts in the area. It is said that the design of the front door was the inspiration for Tara in Gone With The Wind. The main part of the house was built in 1790, with the east wing addition in 1818 and the west wing addition in 1849. Linden is open for tour Thursday-Saturday 11am -2:00 p.m.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/linden-3/,1224,
407,189,-91.3937830925,Natchez,,,,,,auburn@auburnmuseum.org,,39120,400 Duncan Avenue,(601) 442-5981,,31.54540566,http://www.auburnmuseum.org,,MS,407,MEETINGS>Venues,,,1225,Auburn,"Not only is Auburn a premier historic home and attraction for Natchez and a National Historic Landmark, Auburn is also a beautiful and convenient location for special events. Weddings, receptions, and bridal teas are held in this antebellum home. Call for availability and very reasonable rates.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/auburn/,1226,
419,56,-91.3491172000,Natchez,,,,,,,,39120,99 Barth Street,(601) 431-0453,,31.5833969,,,MS,419,WEDDINGS>Cakes &amp; Caterers,,,1227,Dale's Catering,Specializing in Southern Cuisine for events up to 500.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/dales-catering/,1228,
422,422,-91.3956257000,Natchez,,,,,,info@bluedonutshop.com,,39120,501 John R. Junkin Drive,(601) 442-2317,,31.5386013,,,MS,422,EAT>Local Flavor,Near Downtown,,1229,"Donut Shop, The","Even if you are staying at a full service hotel or a bed and breakfast in Natchez, you somehow have to make your way to the Donut Shop. Now it may not sound like much, but when you sink your teeth into one of their sugary sensations, you'll know you've discovered something special. And if you don't manage to get by there early enough for donuts, you can indulge in an order of succulent tamales. They make their shucks from scratch and they are some kind of good. People have asked why we list them on our website, and we just think it would be crazy to not let everyone know about one of Natchez' best kept secrets.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/donut-shop-the/,1230,
425,424,-91.4032140000,Natchez,,,,,,slickricksfoods@gmail.com,,39120,109 N. Pearl Street,(601) 445-9900,,31.56022,http://www.slickricksfoods.com/,,MS,425,EAT>Local Flavor,Downtown,,1231,Slick Rick's Cafe,"Rick's Cafe is more than just a restaurant, and you'll find yourself walking away with some of the dry goods Rick offers for sale. Rick is a master spice mixer and you'll be treated to some of his mastery when you order practically any item on the menu. Nearly everything he serves up contains a taste of one of Rick's signature spices.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/slick-ricks-cafe/,1232,
430,417,-91.4060122000,Natchez,,,,,,,,39120,100 N. Broadway Street,,,31.5621185,,,MS,430,OUTDOORS>Nature,Downtown,,1233,Natchez Trails,"Cyclists are welcome on the streets of downtown Natchez, and they may also join walkers in exploring the Historical Bluff Trail and parts of the Nature Trail overlooking the Mississippi River. These trails also provide interpretive wayside panels with interesting information and images. 

Many cyclists arrive in Natchez after journeying along the Natchez Trace Parkway, a 444-mile historic scenic byway from Natchez to Nashville, Tennessee.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-trails-2/,1234,
432,259,-91.4042885000,Natchez,"historic house, historic, historic home, antebellum, museum, tour, tours, venue, venues",,,,,ntzgardenclub@bellsouth.net,,39120,215 S. Pearl Street,(601) 443-9065,,31.5589988,http://www.natchezgardenclub.org,,MS,432,HISTORIC SITES &amp; HOMES>Homes,,,1235,Magnolia Hall,"Construction on Magnolia Hall is believed to have begun in 1858, as the residence of Thomas Henderson, a Natchez native who became a wealthy cotton broker and merchant. The house was built on the site of the Henderson family home, Pleasant Hill, which was moved one block south to free the lot for the grander, more modern home. The name of the house was inspired by the plaster magnolia blossoms incorporated into the design of the parlor ceiling centerpieces. It was restored by the Natchez Garden Club as a house museum and is operated by the club today.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/magnolia-hall/,1236,
433,84,-91.4061474000,Natchez,,,,,,,,39120,210 State Street,(601) 445-5345,,31.56048,http://www.nps.gov/natc/historyculture/williamjohnson.htm,,MS,433,HISTORIC SITES &amp; HOMES>Sites/Museums,,,1237,"William Johnson House, The","William Johnson was a free man of color in antebellum Natchez. He acquired several building in Natchez, approximately 2,000 acres of land south of town and he owned several slaves. He gained the respect of leading citizens of the time, some of whom he loaned money to, and local papers eulogized him after his untimely death.

William Johnson kept a diary for almost sixteen years, from 1835 until his death in 1851. It is the lengthiest and most detailed personal narrative authored by an African American during the antebellum era in the United States.

Johnson's diary evolved into an extraordinary record of social, economic, and political life in his hometown of Natchez, Mississippi, as seen through the eyes of a free man of color. Johnson covers everything from the mundane like Johnson's search for a lost cow to the momentous such as former president Andrew Jackson's visit to Natchez.

Operated by the National Park Service, William Johnson's House is open seven days a week from 9:00am-4:30 p.m. and is free to the public. It contains a bookstore, exhibit room and fully furnished recreated living quarters.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/william-johnson-house-the/,1238,
434,84,-91.4061474000,Natchez,,,,,,,,39120,210 State Street,(601) 445-5345,,31.56048,http://www.nps.gov/natc/historyculture/williamjohnson.htm,,MS,434,TOUR>Attractions,,,1239,"William Johnson House, The","William Johnson was a free man of color in antebellum Natchez. He acquired several building in Natchez, approximately 2,000 acres of land south of town and he owned several slaves. He gained the respect of leading citizens of the time, some of whom he loaned money to, and local papers eulogized him after his untimely death.

William Johnson kept a diary for almost sixteen years, from 1835 until his death in 1851. It is the lengthiest and most detailed personal narrative authored by an African American during the antebellum era in the United States.

Johnson's diary evolved into an extraordinary record of social, economic, and political life in his hometown of Natchez, Mississippi, as seen through the eyes of a free man of color. Johnson covers everything from the mundane like Johnson's search for a lost cow to the momentous such as former president Andrew Jackson's visit to Natchez.

Operated by the National Park Service, William Johnson's House is open seven days a week from 9:00am-4:30 p.m. and is free to the public. It contains a bookstore, exhibit room and fully furnished recreated living quarters.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/william-johnson-house-the-2/,1240,
436,90,-91.3839247000,Natchez,,,,,,,,39120,1 Melrose-Montebello Parkway,(601) 446-5790,,31.536624,http://www.nps.gov/natc/index.htm,,MS,436,HISTORIC SITES &amp; HOMES>Homes,,,1241,Melrose,"One of 13 National Historic Landmarks in Natchez, Melrose is one of the best preserved and most significant historic sites in the entire South. The Greek Revival mansion was constructed circa 1845 for Pennsylvania native and Natchez attorney John T. McMurran. The home is operated by the Natchez National Park Service, United States Department of the Interior, and open daily for tour. Tickets may be purchased at The Natchez Visitor Center or at the home.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/melrose/,1242,
443,418,-91.3983106613,Natchez,,,(877) 440-2233,,(601) 442-9556,natchez@bellsouth.net,,39120,319 Linton Avenue,(601) 442-2233,,31.56928514,http://www.natchezlittletheatre.org/index.html,,MS,443,TOUR>Attractions|NIGHTLIFE>Entertainment,Downtown,,1243,Natchez Little Theatre,"Natchez Little Theatre offers numerous productions throughout the year and visitors are encouraged to spend one of their evenings in Natchez enjoying a local playhouse performance. The city is fortunate to have an array of surprisingly talented actors, and we are sure you will not be disappointed with your ticket purchase. Call the theatre for current productions or log onto their website for the season schedule.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-little-theatre/,1244,
444,426,-91.4108838000,Natchez,,,,,,riveredgesuites@gmail.com,,39120,41 Silver Street,(601) 870-1237,,31.5596401,http://riveredgesuites.com/,,MS,444,STAY>Bed &amp; Breakfasts,Downtown,Children Under 14|Coffee Maker|Credit Cards Accepted|Downtown Walking Distance|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Laundry Facility Available|Laundry Service|Long Term Stay Available|Microwave|Off Street Parking|Private Bath|Refrigerator|River Views|Rooms with River Views Available|Wireless Internet in Room,1245,River Edge Guest Suites,"Located Under-the-Hill on the river front, Rivers Edge Guest Suites offer one the best views of the Mississippi River. These newly renovated suites are fully furnished and include a private bath and kitchen. Extended stay available.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/river-edge-guest-suites/,1246,
445,197,-91.3855648041,Natchez,,,,,,lambert_carrie@yahoo.com,,39120,1358 John A. Quitman Boulevard,(601) 442-5852,,31.55323207,http://www.monmouthhistoricinn.com/,,MS,445,MEETINGS>Venues,Near Downtown,Breakfast Included|Business Center|Credit Cards Accepted|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Dining Available|Private Bath|Restaurant|Wireless Internet in Room,1247,Monmouth Historic Inn,"Whether you are planning a prestigious conference or gala reception, our venue is truly inspiring. Gather attendees for a catered event in the Garden Room or a dinner to remember in the acclaimed 1818 Restaurant. Whatever the occasion, our seasoned experts, spectacular accommodations and attentive service promise an unforgettable event.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/monmouth-historic-inn-3/,1248,
446,427,-91.3966563000,Natchez,,(601) 442-6557,,,,bettysago@rnconsitemm.org,,39120,5 Street Catherine Street,(601) 597-0557,,31.5587374,http://www.rnconsitemm.org/,,MS,446,HISTORIC SITES &amp; HOMES>Sites/Museums,,,1249,Rhythm Night Club Museum,"The Rhythm Club Museum was constructed by the Sago Family in 2010, as a place to honor those wounded or killed in the tragic 1940 fire that took the lives of 207 Natchez citizens. There are testaments and images housed in the museum, and it's a ""must see"" attraction, which is worth giving to, an hour or more of your trip.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/rhythm-night-club-museum/,1250,
450,295,-91.2309040000,Natchez,,,,,,,,39120,230B Wickcliff Road,(601) 442-2658,,31.6120672,http://www.mdwfp.com/parks-destinations/ms-state-parks/natchez.aspx,,MS,450,OUTDOORS>Nature,,,1251,Natchez State Park,"Natchez State Park, located just a few miles North of Natchez, offers some of the best large and small-mouth bass fishing in the South. The State of Mississippi's record large-mouth bass was caught at the Natchez State Park, weighing a massive 18.15, pounds on December 31, 1992. The lake is well stocked with catfish, bream, and Florida largemouth bass. The park became a hot spot for bass fishermen when the Mississippi record large-mouth was caught in the lake. A Mississippi fishing license is required for all persons between the ages of 16 and 65. A launch is available for persons bringing their own boats.
Permit draw deer hunts start in October and end in January
Permit draw turkey hunts start in March and end in April",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-state-park-2/,1252,
451,402,0.00E+00,,,,,,,,,,,,,0.00E+00,,,,451,OUTDOORS>Nature,,,1253,Homochitto National Forest,"You will find nature at its finest throughout the Homochitto National Forest. Spend hours hiking along the many creeks and trails that thread this enchanting woodland. The Clear Springs Recreational Area consists of a man-made lake, campground, picnic grounds, swim area, and two hiking trails. The longer of the two trails in the Recreation Area, Clear Springs Trail, is developing a reputation as one of the top three mountain-bike trails in Mississippi. Most campsites are secluded and either overlook the lake or are within an easy walk of the lake. Two CCC constructed pavilions on either side of the lake provide a comfortable place to enjoy the surrounding beauty and watch the wildlife. With a nice assortment of car, tent, recreational vehicle (RV), and motorhome-friendly camping, Clear Springs offers a diverse collection of activities that will keep all entertained, perfect for a family camping vacation.

For more information, or if you need to rent a bike, contact the Natchez Bike Shop at 601.442.4186.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/homochitto-national-forest/,1254,
452,350,-91.4104006000,Natchez,,,(800) 305-7417,,,,,39120,Natchez Trace Parkway,(662) 680-4027,,31.55612,http://www.scenictrace.com,,MS,452,OUTDOORS>Nature,,,1255,Natchez Trace Parkway,"The Natchez Trace Parkway at Natchez is an area virtually littered with hiking trails, both marked and unmarked. If you are feeling a little adventurous and want to get a sense of what it was like for pioneers to experience difficult terrain and thick wooded areas, put on your hiking boots or a sturdy pair of sneakers and navigate your way along the Old Trace. 

The Trace is also a designated biking trail. It extends 444 miles from Natchez to Nashville, Tennessee. A federal parkway operated by the National Park Service, the Trace offers not only scenic beauty, but many historic markers to lead cyclists through some of the earliest history of the old Southwest Territory. If you're in Natchez, stop in at the Visitor Center and get a map, or contact info@visitnatchez.org to have one mailed to you. Cycling along The Natchez Trace is a great way to take in the raw beauty that lines both sides of this majestic trail. There are a few tough sloping hills to travel, so be sure you have plenty of gear range on your bike, and remember to take your camera along to capture some of nature's raw beauty along the Trace.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-trace-parkway/,1256,
455,431,-91.4068937302,Natchez,,,,,,,,39120,101 S. Broadway,,,31.56213657,,,MS,455,TOUR>Attractions,,,1257,Bluff Park,"The greatest natural attraction that Natchez has to offer is the Mississippi River, and the best vantage point from which to take in her beauty and splendor is the bluff. The best time to be on the bluff overlooking the river is at sunset, because, weather permitting, sunsets on the river can be a spectacular sight to behold.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/bluff-park/,1258,
456,218,-91.3999307000,Natchez,,,(800) 473-4321,,,,,39120,629 Franklin Street,(601) 442-4321,,31.55936,http://www.moretonsflowerland.com,,MS,456,SHOP>Specialty,Downtown,,1259,Moreton's Flowerland,"Moreton's is more than just a great place to get fresh cut flowers for your home, it is a magical gift shop with lots of unique treasures for your home or to give as gifts to newlyweds or graduates. It's a great place to just stop in and browse while you are antiquing as it is located on Franklin St. in the midst of Antique Row.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/moretons-flowerland-2/,1260,
459,435,-91.4022483000,Natchez,,,,,,mcavette@hotmail.com,,39120,518 Main Street,(601) 446-9345,,31.5594746,,,MS,459,SHOP>The Arts,Downtown,,1261,Natchez Fine Framing & Art Gallery,"Natchez Fine Framing & Art Gallery is located in the heart of downtown and ready to complete the look of any artwork you need framed. They carry a wide selection of moulding and can precision cut your matte choice to finish your artwork with style. They also carry a great selection of works by local artisans, so if you prefer to get your hands on some original works and support a local artist, stop in and take a look at all that Natchez Fine Framing & Art Gallery has to offer.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-fine-framing-art-gallery/,1262,
475,93,-91.3998985291,Natchez,,,,,(601) 446-8554,,,39120,84 Homochitto Street,(601) 897-6300,,31.5496481,https://www.dunleithhistoricinn.com/,,MS,475,MEETINGS>Venues,,Breakfast Included|Business Center|Children Under 14|Coffee Maker|Credit Cards Accepted|Crib Available|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Pool|Private Bath|Refrigerator|Restaurant|Wireless Internet in Room,1263,Dunleith Historic Inn,"Dunleith is geared to be the premier location for meetings, business retreats, and private parties. Our commitment to excellence is evident in our seasoned staff, who boast over 70 years of hospitality experience. Whether you are looking for a one day event, or a weekend retreat, Dunleith is the ideal location - handling all of the details so you can focus on the business at hand.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/dunleith-historic-inn-2/,1264,
478,370,-91.4104400000,Natchez,,,800-HAMPTON,,(601) 446-6771,hilton.natchez@gmail.com,,39120,627 S. Canal Street,(601) 446-6770,,31.5560188,http://hamptoninn1.hilton.com,,MS,478,MEETINGS>Venues,,Breakfast Included|Business Center|Coffee Maker|Credit Cards Accepted|Fitness Center|Hair Dryer|Internet Access|Iron &amp; Board|Laundry Service|Meeting Space Available|Microwave|Off Street Parking|Outdoor Pool|Pets Allowed (under 25lbs)|Refrigerator|Rooms with River Views Available,1265,Hampton Inn & Suites,"If you're looking for a hotel with meeting space, the Hampton Inn of Natchez can host your group up to 40 with class-room style seating, or 60 theater style. The hotel has 82 rooms to accommodate your meeting attendees.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/hampton-inn-suites-2/,1266,
479,137,-91.4009925000,Natchez,,,,,,,,39120,401 High Street,(601) 445-5151,,31.5625904,http://www.stantonhall.com/catering-menus.php,,MS,479,MEETINGS>Venues,,,1267,Carriage House Restaurant,"The Carriage House Restaurant on the grounds of Stanton Hall, specializes in delicious Southern food, and is prepared with care by the hands and staff of Chef Bingo Starr of New Orleans. Chef Starr has taken great care to preserve the long standing favorite dishes of local patrons and brought a few new succulent entrees with his signature style to the menu like fried soft-shell crab. The Carriage House is owned and operated by the Pilgrimage Garden Club and is located on the Northwest corner of the grounds of historic Stanton Hall.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/carriage-house-restaurant-2/,1268,
480,80,-91.4059055000,Natchez,,,(866) 488-0898,,,,,39120,111 Broadway Street,(601) 446-9994,,31.562182,http://www.natchezgrandhotel.com,,MS,480,MEETINGS>Venues,,Breakfast Included|Business Center|Coffee Maker|Credit Cards Accepted|Downtown Walking Distance|Fitness Center|Hair Dryer|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Meeting Space Available|Microwave|Off Street Parking|Outdoor Pool|Refrigerator|River Views|Rooms with River Views Available,1269,Natchez Grand Hotel,"Located across the street from the Natchez Convention Center, the Natchez Grand Hotel located in the heart of downtown Natchez. Opened in the Spring of 2008, the Grand was a welcomed addition to downtown lodging, offering 119 additional rooms to entice meeting and convention planners to Natchez.
19 of the rooms are suites and all are quite comfortable and elegantly appointed. ",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-grand-hotel-2/,1270,
487,424,-91.4032140000,Natchez,,,,,,slickricksfoods@gmail.com,,39120,109 N. Pearl Street,(601) 445-9900,,31.56022,http://www.slickricksfoods.com/,,MS,487,WEDDINGS>Cakes &amp; Caterers,Downtown,,1271,Silver Spoon Catering,"Silver Spoon Catering service is owned and operated by master spice mixer, Rick Simon. Rick applies his culinary skills and spices to offer a great line of foods to cater meetings, luncheons, weddings or just about anything for which a group may gather. Give Rick a call to bring out the best for your guests at your next function.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/silver-spoon-catering/,1272,
497,260,-91.4039575000,Natchez,,,,,,,,39120,211 N. Canal Street,(601) 442-2011,,31.5627573,http://www.natchezgardenclub.org,,MS,497,HISTORIC SITES &amp; HOMES>Homes,,,1273,The House on Ellicott Hill,"The House on Ellicott Hill stands remarkably preserved on a perch where General Andrew Ellicott first raised the American Flag over Natchez on February 27th, 1797. The house has been well-maintained and is one of the earliest structures built in Natchez. It is open daily for tour and tickets may be purchased at the Natchez Visitor Center.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/the-house-on-ellicott-hill/,1274,
498,197,-91.3855648041,Natchez,,,800-828-4531,,601-446-7762,lambert_carrie@yahoo.com,,39120,1358 John A. Quitman Boulevard,(601) 442-5852,,31.55323207,http://www.monmouthhistoricinn.com/,,MS,498,HISTORIC SITES &amp; HOMES>Homes,Near Downtown,Breakfast Included|Business Center|Credit Cards Accepted|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Jacuzzi Suites|Laundry Service|Long Term Stay Available|Meeting Space Available|Off Street Parking|Outdoor Dining Available|Private Bath|Restaurant|Wireless Internet in Room,1275,Monmouth Historic Inn,"Monmouth Historic Inn is one of the most monumental mansions in Natchez. The masculine strength of its design reflects both the forceful character of its most famous owner, General and subsequent Governor John A. Quitman, and the power of the Greek Revival style he chose for its ca. 1853 remodeling.
The home was built about 1818 for John Hankinson, an early Natchez postmaster who was a native of Monmouth County, New Jersey. Quitman, then a Natchez attorney, purchased the home in 1826. Daily 10 AM and 2 PM tour of the historic property may be purchased at the home.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/monmouth-historic-inn-4/,1276,
505,251,-91.4031829000,Natchez,,,,,,darby@darbysfudge.com,,39120,410 Main Street,(601) 446-9737,,31.5601146,http://www.darbysfudge.com/,,MS,505,SHOP>Specialty,Downtown,,1277,Darby's Gifts & Decorative Accessories,"Although Darby's is famous for it's freshly made fudge and many unique gifts, Darby carries a few clothing lines that are simply wicked cute. You can easily accessorize a cute top or sassy pair of jeans with a snazzy belt and then top if off with some one-of-a-kind jewelry pieces. Once you have your adorable ensemble in the bag, be sure to grab some fudge to snack on as you continue shopping in downtown Natchez.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/darbys-gifts-decorative-accessories/,1278,
510,452,-91.4027577639,Natchez,,,,,,artsnatchez@gmail.com,,39120,425 Main Street,(601) 442-0043,,31.5599608,http://gallery.artsnatchez.com/,,MS,510,SHOP>The Arts,Downtown,,1279,Arts Natchez Gallery,"Arts Natchez is appropriately named as it is the broker for a number of works by a variety of Natchez artists and craftsmen. The art gallery is situated in the heart of downtown Natchez on Main St. and if you spend a few minutes browsing through the local artwork, you'll know why each artist has a deep love for Natchez, and expresses it in their work. Be sure to add it to your Mississippi shopping itinerary.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/arts-natchez-gallery/,1280,
515,360,-91.3950604000,Natchez,,,,,,thelionessa@bellsouth.net,,39120,801 Myrtle Avenue,(601) 446-6890,,31.5688292,http://www.thetowersofnatchez.com,,MS,515,HISTORIC SITES &amp; HOMES>Homes,,Breakfast Included|Credit Cards Accepted|Historic Property|Internet Access|Private Bath,1281,"Towers, The","The Towers is located on the north end of Natchez and rests on close to five beautifully landscaped acres. The Towers is one of Natchez' most opulent antebellum homes, surrounded by majestic oak trees planted long before the War Between the States. This wonderful Italianate home accommodates exceptional period pieces and unique collections rarely seen anywhere, including antique furniture, draperies, laces, beaded purses, Moser glass, chandeliers, bronze garden sculptures and more. National Register.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/towers-the/,1282,
523,122,-91.4182957534,Natchez,,,,,,glenfieldbb@bellsouth.net,,39120,6 Glenfield Lane,(601) 442-1002,,31.54356901,http://www.glenfieldplantation.com,,MS,523,TOUR>Attractions,,Breakfast Included|Credit Cards Accepted|Historic Property|Internet Access|Pets Allowed (under 25lbs)|Private Bath,1283,Glenfield,,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/glenfield-2/,1284,
553,51,-91.4031710000,Natchez,,,,,,,,39120,271-A D'Evereux Drive,(601) 446-8799,,31.5604442,,,MS,553,STAY>Hotels &amp; Motels,Highway 61,Breakfast Included|Coffee Maker|Credit Cards Accepted|Hair Dryer|Internet Access|Iron &amp; Board|Microwave|Off Street Parking|Pets Allowed (under 25lbs)|Refrigerator,1285,Travel Inn,The Travel Inn is another economical lodging property located on the outskirts of Natchez; located just a couple of minutes from downtown.,,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/travel-inn/,1286,
572,476,-91.3832668000,Natchez,,,,,,,,39120,140 Liberty Road,(601) 446-8664,,31.5543029,,,MS,572,SHOP>Specialty,Near Downtown,Smoking/Non-Smoking Sections,1287,Katie's Ladies Apparel,"Katie's Ladies is a local favorite dress shop with everything from casual to cocktail wear. If you're in Natchez with your girlfriends for a shopping spree, take the 2-3 minute drive out Franklin St. and include Katie's in your shopping itinerary. You'll be glad you did.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/katies-ladies-apparel/,1288,
574,478,-91.4060095000,Natchez,,,,,,,,39120,135 US-61,(601) 304-1101,,31.5620828,http://www.bowieoutfitters.com/,,MS,574,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1289,Bowie Outfitters,"Bowie Outfitters offers an incredible selection of outdoor apparel and sports gear. Specializing in firearms and archery equipment, Bowie Outfitters carries Orvis, Browning, Mossy Oak and Drake apparel. The store also boasts a large selection of hunting boots such as Rocky and LaCrosse, making Bowie Outfitters the place to find the perfect gift for every outdoorsman and a great place for shopping in Mississippi.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/bowie-outfitters/,1290,
576,70,-91.4051501000,Natchez,,,,,,walter@natchez.com,,39120,211 Main Street,(601) 442-5880,,31.561527,http://www.natchezconventioncenter.org/,,MS,576,MEETINGS>Venues,,,1291,Natchez Convention Center,"The Natchez Convention Center is the flagship of a triplet venue complex, offering over 23,000 square feet of divisible function space downstairs, including three meeting rooms, an executive board room, 5,100 square feet of pre-function area, a fully equipped concession area, a full service kitchen, and wi-fi throughout the building. The siblings of the convention center are the Community Center and The Natchez City Auditorium. 
Upstairs offers 6,670 square feet of divisible meeting space, including 8 meeting rooms, three of which have balconies overlooking Main Street, and five overlooking the main exhibit hall of the first floor. Combine all of this with first class audio/visual equipment and a superb professional staff with a passion for successful events, and you have more than the basic needs to create a great event. It's located in the heart of downtown Natchez, within walking distance of lots of retail shops, some of the city's best dining establishments, and a number of attractions that can be visited or toured.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-convention-center/,1292,
578,479,-91.4043460000,Natchez,,,,,,,,39120,215 Franklin Street,(601) 445-4155,,31.5623158,,,MS,578,MEETINGS>Venues,Downtown,Smoking/Non-Smoking Sections,1293,Natchez Civic Center,"Immediately across the street from the rear of the Convention Center is the Community Center. Of the entire buildings 6,695 sq. feet, 5,000 sq. feet of the building can be utilized quite nicely for receptions, banquets, and small trade shows, as well as theater and class-room style seating. It functions very well for overflow from the Convention Center should your meeting or trade show require just a bit more space that the NCC has to spare.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-civic-center/,1294,
580,483,-91.4015486000,Natchez,,,,,,,,39120,506 Franklin Street,(601) 445-5192,,31.5603828,,,MS,580,SHOP>Specialty,Downtown,Smoking/Non-Smoking Sections,1295,"Pampered Soul, The","Although the name would obviously describe a shoe store, you'll be pleasantly surprised to find dresses and other ladies apparel at The Pampered Soul. From Casual to Formal wear, the store carries a nice variety of clothing to fit any fashion taste. Stop in while antiquing on Franklin St.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/pampered-soul-the/,1296,
