id,subtype,is_active,name,slug,body,meta_title,meta_description,meta_keywords,searchable,deleted_at,created_at,updated_at,is_converted
161,default,0,fly-nonstop-srq-test,fly-nonstop-srq-test,,fly-nonstop-srq-test,,,,2019-03-30 13:55:31,2019-03-30 13:54:34,2019-03-30 13:55:31,0
162,default,1,Fly Nonstop From JFK or LGA to SRQ,fly-nonstop-from-jfk-or-lga-to-srq,,Fly Nonstop From JFK or LGA to SRQ,,,,,2019-04-02 12:31:40,2019-04-10 09:28:45,0
163,default,1,"Pedal, Paddle, Picnic",pedal-paddle-picnic,,"Pedal, Paddle, Picnic","No trip to the area is complete without spending some time discovering the authentic charm of Anna Maria Island by pedal, paddle, and picnic.",,,,2019-04-10 08:28:49,2019-04-15 09:35:25,0
164,default,0,"Let's Get Wild",lets-get-wild,,"Let's Get Wild","Our decision to limit development wasn't just to impress our visiting friends, it was out of a sense of appreciation for, and conservation of, many of the native and rare species that call our paradise home.",,,,2019-04-11 12:19:29,2021-04-29 10:50:12,0
165,default,1,8 of the Most Instagrammable Spots in the Bradenton Area,the-8-most-instagrammable-spots-in-bradenton,,The 8 Most Instagrammable Spots in the Bradenton Area,"Pictures are amazing things. They capture memories. Moments in time. That’s why Instagram is so popular, and almost essential, nowadays. Luckily for you, whether you already live in the Bradenton Area or just want to impress your friends with your vacation here, we’ve got eight spots in town where all you’ll have to do is open that app.",,,,2019-04-15 07:45:25,2023-03-22 13:36:08,0
166,cure-template,1,Terms and Conditions,terms-and-conditions,,,,,Terms and Conditions,2019-04-16 10:01:24,2019-04-16 09:43:50,2019-04-16 10:01:24,0
167,cure-template,0,Cure Terms and Conditions,cure-terms-and-conditions,,,,,,,2019-04-16 10:01:44,2020-03-17 09:56:45,0
168,default,1,Genna & Adam,genna-adam,,,"Genna and Adam knew they were looking for a warm, classic, and romantic atmosphere to commemorate their love when it came time to plan their wedding.",,,,2019-04-22 14:08:55,2019-04-25 14:50:45,0
169,default,1,Jessica & Nicholas,jessica-nicholas,,,"When it came time for Jessica and Nicholas Boscia to find their dream wedding venue, they knew only that they wanted a timeless and elegant wedding with soft pinks, greens, and classic navy for their color palette.",,,,2019-04-22 15:04:37,2019-04-25 14:52:14,0
170,default,1,Lauren & Brandon,lauren-brandon,,,"Inspired by color, the navy and champagne palette for their wedding gave plenty of room for the couple’s beaming smiles to shine through.",,,,2019-04-22 15:56:13,2019-04-25 14:53:24,0
171,default,1,Co-Op Program,co-op-program,,,,,,,2019-04-25 10:57:20,2019-04-26 11:53:38,0
172,simple-list,1,Wedding Inspiration,wedding-inspiration,,,,,,,2019-04-25 13:26:41,2019-04-25 14:49:30,0
173,default,1,Fly Non-Stop From Frankfurt to Tampa,fly-non-stop-from-frankfurt-to-tampa,,Fly Non-Stop From Frankfurt to Tampa,,,,,2019-05-10 10:30:39,2019-05-10 10:33:59,0
174,default,1,Fly Non-Stop From Amsterdam to Tampa,fly-non-stop-from-amsterdam-to-tampa,,Fly Non-Stop From Amsterdam to Tampa,,,,,2019-05-14 15:14:19,2019-05-14 15:18:42,0
175,default,1,Road trip! 6 must-see destinations not too far from the Bradenton Area,road-trip-6-must-see-destinations-not-too-far-from-the-bradenton-area,,,"A sunny day. The open road. The anticipation of a new destination. Who doesn't love a road trip? Just outside the Bradenton Area, there are multiple attractions to explore, all within a two-hour drive.",,,,2019-05-16 16:04:39,2019-05-16 16:43:00,0
176,default,1,Do Not Forget the Donuts,do-not-forget-the-donuts,,,When you think of beach food what comes to mind? Hoagies? Potato chips? What if we told you that you’re missing out on one of the best beach foods that you’ve probably never thought of – donuts.,,,,2019-05-17 10:37:05,2019-05-20 14:31:04,0
177,default,1,Last-Minute Travel Ideas,last-minute-travel-ideas,,,"You don’t have to travel far from your front door to feel far away from home. Even if you’re a few hours away by car or plane, there are many options for last-minute weekend trips that don’t take much time to plan.",,,,2019-06-09 14:23:03,2019-06-12 09:57:45,0
178,default,1,Take a Bite Out of the Bradenton Area’s Best Burgers,take-a-bite-out-of-the-bradenton-areas-best-burgers,,Take a Bite Out of the Bradenton Area’s Best Burgers,"The Burger. A great American classic. A summertime staple. Simple enough to make on the BBQ grill in your backyard but sometimes you want more. Fortunately in the Bradenton Area there is no shortage of delicious, juicy burgers of all kind.",,,,2019-06-10 16:38:18,2019-06-10 16:43:18,0
179,default,1,10 Fast Facts About Sea Turtles,10-fast-facts-about-sea-turtles,,10 Fast Facts About Sea Turtles,"Use these turtle tidbits to get better acquainted with this fascinating ancient species, as well as things to look out for and do while in the Bradenton Area on your next trip.",,,,2019-06-17 09:10:07,2019-06-17 09:25:32,0
180,default,1,Fly Non-Stop From London to Tampa,fly-non-stop-from-london-to-tampa,,Fly Non-Stop From London to Tampa,"non-stop flights from Gatwick Airport in London to Tampa, Florida",,,,2019-06-21 15:32:54,2023-01-26 16:19:10,0
181,default,1,Accessibility Statement,accessibility-statement,,Web Accessibility Statement,Statement regarding the accessibility of this website to comply with the Americans with Disabilities Act,,,,2019-06-24 11:25:34,2019-07-09 09:13:01,0
182,default,1,Email Reconfirmation Thank You Page,email-reconfirmation-thank-you-page,,Thank you for confirming,"Thank you for confirming that you would like to receive emails from the Bradenton Area Convention and Visitor's Bureau.",,,,2019-06-28 12:19:34,2019-06-28 12:28:16,0
183,default,1,The Inside Scoop on Ice Cream in the Bradenton Area,the-inside-scoop-on-ice-cream-in-bradenton,,The Inside Scoop on Ice Cream in the Bradenton Area,"There’s no better way to end an amazing beach day—or any other day for that matter—than by visiting one of the many ice cream shops in the Bradenton Area. Whether served in a bowl, cup, or cone, these local sweet shops have an endless variety of ice cream and other treats that are sure to please everyone.",,,,2019-07-16 08:55:46,2019-07-22 12:40:21,0
184,default,1,Adrenaline Junkies,adrenaline-junkies,,Adrenaline Junkies,"While there’s plenty of relaxing to do in the Bradenton Area, sometimes you and your family might want a little bit of an action-packed vacay. But don’t worry, for every quiet, sandy beach or luxurious day spa we have here, you’re sure to find another adrenaline-pumping adventure that will satisfy your inner thrill-seeker.",,,,2019-07-17 08:46:04,2020-09-15 15:40:47,0
185,default,1,Shopping on Bridge Street,shopping-on-bridge-street,,Shopping on Bridge Street,"Bridge Street was named for the wooden bridge that used to be the only way to get from Anna Maria Island to the mainland. Today, the old bridge is gone and Bridge Street has become famous for other reasons – namely, as Anna Maria Island's hot spot for shopping on the southern part of the island.",,,,2019-07-18 09:41:33,2019-07-18 09:57:57,0
186,default,1,Which Beach is Right For You?,which-beach-is-right-for-you,,Which Beach is Right For You?,The Bradenton Area is home to miles and miles of sandy white beaches that are just waiting for you to sink your toes into.,,,,2019-08-09 16:38:44,2019-08-16 09:05:16,0
187,default,1,Tips and Tricks for Traveling With the Little Ones,tips-and-tricks-for-traveling-with-the-little-ones,,Tips and Tricks for Traveling With the Little Ones,"Although traveling with young children can seem a daunting, we have some tips that will make your family trip to Anna Maria Island even more enjoyable.",,,,2019-08-09 16:39:27,2019-09-03 10:47:42,0
188,default,1,Spotting Dolphins in Bradenton Area Waters,spotting-dolphins-in-bradenton-area-waters,,Spotting Dolphins in Bradenton Area Waters,"A Master Level Captain licensed by the U.S. Coast Guard and graduate of New England Maritime, Sherman grew up boating in Cape Cod Massachusetts. As an adult, he's sailed all over the world. But it's been watching the waters of the Bradenton Area for nearly 20 years where he feels most at home now.",,,,2019-08-12 08:15:11,2019-08-16 09:44:04,0
189,default,1,Great Places for Live Music,great-places-for-live-music,,Great Places for Live Music,"There is no shortage of places around the Bradenton Area to listen to live music. You’ll find a remarkable range of venues and places to visit: festivals, events, small pubs, and even a variety of restaurants. From famous musicians to hometown favorites, you’re sure to find a beat that gets you out of your seat and grooving along to the tunes.",,,,2019-08-15 08:55:21,2019-08-19 13:38:03,0
190,default,1,Email Thank You Page,email-thank-you-page,,Thank you for confirming,"Thank you for confirming that you would like to receive emails from the Bradenton Area Convention and Visitor's Bureau.",,,,2019-08-26 14:01:30,2019-08-26 14:02:45,0
191,default,0,The Best Places for Coffee in the Bradenton Area,the-best-places-for-coffee-in-the-bradenton-area,,The Best Places for Coffee in the Bradenton Area,"When you think about coffee you may associate it with the more hectic areas of your life. A chaotic drive-thru on your way to work, or a quick drip coffee made in your home as you struggle to wipe the sleep from your eyes. But when you’re on vacation you can stop and enjoy the taste.",,,,2019-09-06 12:34:20,2020-12-01 11:44:12,0
192,default,1,Behind the Scenes at the Manatee Performing Arts Center,behind-the-scenes-at-the-manatee-performing-arts-center,,Behind the Scenes at the Manatee Performing Arts Center,Encore! The Manatee Performing Arts Center has grown from small theater troupe to the artistic and cultural heart and soul of the Bradenton Area.,,,,2019-09-06 12:37:29,2019-09-12 15:21:50,0
193,default,0,Fly Nonstop From ORD to SRQ on United,american-airlines-non-stop-ord-to-srq,,United - Non Stop ORD to SRQ,,,"American Airlines - Non Stop DFW to SRQ American Airlines - Non Stop DFW to SRQ Attachment: 20181001114629-American-Srq-Non-Stop-Landing-Page-Header-V11.jpeg 20181001114629-american-srq-non-stop-landing-page-header-v11.jpeg Deck Title Fusce malesuada semper velit nec varius. Morbi et aliquet sapien. Nun c tellus tortor, lacinia ac dui at, efficitur eleifend velit. Sed fermentum ipsum tellus, a tincidunt mi semper ut. Suspendisse bibendum, erat quis dignissim varius, ante erat aliquet ligula Deck Don't Miss These Bradenton Area Favorites! Html Container Attachment: 20180926155425-Frame-Template-Shell.png 1. Award Winning Beaches “Old Florida” still thrives on the Bradenton Area's 16 miles of sugar white beaches, with options for those looking to snorkel, shell, play beach volleyball or enjoy some seclusion. Even better, Coquina Beach on Anna Maria Island was recently named one of the world’s top island beaches for perfect sand by Conde Nast Traveler readers. 20180926155425-frame-template-shell.png Attachment: 20180927123545-Frame-Template-Sunglasses.png 2. The Bradenton Riverwalk Spanning 1.5 miles along the sparkling Manatee River, the Bradenton Riverwalk is a great way to spend your sunny Florida afternoon. Grab a sweet treat at Corwin’s Ice Cream and Smoothies and hang out on one of the outdoor living rooms, or bring the family and enjoy the splashpad and playground. 20180927123545-frame-template-sunglasses.png Attachment: 20181001120552-Frame-Template-Polaroids.png 3. Waterfront Dining From rivers and lakes to bays and the Gulf of Mexico, there's always a gorgeous body of water to sit by (or jump in) in the Bradenton Area. And the best part is our waterfront dining. Spend your vacation with your toes in the sand and dining on fresh seafood by the turquoise waters of the Gulf on Anna Maria Island, or having a first class steak at the riverside dining establishments in historic downtown Bradenton. 20181001120552-frame-template-polaroids.png Attachment: 20181001135614-Framre-Template-Polaroids-2.png 4. Breweries Bradenton is a city dedicated to living local, and that extends to its beer. Craft breweries like Darwin Brewing Company, Motorworks Brewing, Naughty Monk Brewery and 3 Keys Brewing and Eatery use local flavors to make some tasty, award-winning brews that are best enjoyed while relaxing under the warm Florida sun. 20181001135614-framre-template-polaroids-2.png",,2019-09-12 13:54:38,2019-09-17 11:00:45,1
194,default,1,Fly Nonstop From MSP to SRQ on Sun Country,american-airlines-non-stop-msp-to-srq,,Sun Country - Non Stop MSP to SRQ,,,"American Airlines - Non Stop DFW to SRQ American Airlines - Non Stop DFW to SRQ Attachment: 20181001114629-American-Srq-Non-Stop-Landing-Page-Header-V11.jpeg 20181001114629-american-srq-non-stop-landing-page-header-v11.jpeg Deck Title Fusce malesuada semper velit nec varius. Morbi et aliquet sapien. Nun c tellus tortor, lacinia ac dui at, efficitur eleifend velit. Sed fermentum ipsum tellus, a tincidunt mi semper ut. Suspendisse bibendum, erat quis dignissim varius, ante erat aliquet ligula Deck Don't Miss These Bradenton Area Favorites! Html Container Attachment: 20180926155425-Frame-Template-Shell.png 1. Award Winning Beaches “Old Florida” still thrives on the Bradenton Area's 16 miles of sugar white beaches, with options for those looking to snorkel, shell, play beach volleyball or enjoy some seclusion. Even better, Coquina Beach on Anna Maria Island was recently named one of the world’s top island beaches for perfect sand by Conde Nast Traveler readers. 20180926155425-frame-template-shell.png Attachment: 20180927123545-Frame-Template-Sunglasses.png 2. The Bradenton Riverwalk Spanning 1.5 miles along the sparkling Manatee River, the Bradenton Riverwalk is a great way to spend your sunny Florida afternoon. Grab a sweet treat at Corwin’s Ice Cream and Smoothies and hang out on one of the outdoor living rooms, or bring the family and enjoy the splashpad and playground. 20180927123545-frame-template-sunglasses.png Attachment: 20181001120552-Frame-Template-Polaroids.png 3. Waterfront Dining From rivers and lakes to bays and the Gulf of Mexico, there's always a gorgeous body of water to sit by (or jump in) in the Bradenton Area. And the best part is our waterfront dining. Spend your vacation with your toes in the sand and dining on fresh seafood by the turquoise waters of the Gulf on Anna Maria Island, or having a first class steak at the riverside dining establishments in historic downtown Bradenton. 20181001120552-frame-template-polaroids.png Attachment: 20181001135614-Framre-Template-Polaroids-2.png 4. Breweries Bradenton is a city dedicated to living local, and that extends to its beer. Craft breweries like Darwin Brewing Company, Motorworks Brewing, Naughty Monk Brewery and 3 Keys Brewing and Eatery use local flavors to make some tasty, award-winning brews that are best enjoyed while relaxing under the warm Florida sun. 20181001135614-framre-template-polaroids-2.png",,2019-09-12 14:05:40,2019-09-12 14:07:34,1
195,navigation,1,Premier Sports Campus,premier-sports-campus,,Premier Sports Campus | Home | Bradenton Gulf Islands,"Our campus is a large complex with 23 FIFA-regulation fields. Each field is comprised of Celebration-seeded Bermuda grass, which has excellent wear tolerance and is the preferred surface for reducing player injuries. Currently, we host a number of field sports on local, state, regional and national levels; future phases will expand those offerings.",,,,2019-09-12 14:47:16,2019-10-01 12:48:15,0
196,default,1,Premier Sports Campus - Contact Us,contact,,Contact Us | Premier Sports Campus,Complete the form for more information about Premier Sports Campus or to book your next sporting event with us. You can also sign up for our eNewsletter for regular updates.,,,,2019-09-12 15:02:15,2019-10-01 12:48:48,0
197,search,1,Premier Sports Campus - Calendar of Events,calendar-of-events,,Calendar of Events | Premier Sports Campus,"Review the calendar for information about upcoming sporting events, tournaments and other activities. Search by keywords, specific dates or type of sport.",,,,2019-09-12 15:24:35,2019-10-01 12:49:32,0
198,default,1,Premier Sports Campus Facilities and Services,facilities-and-info,,Facilities and Services | Premier Sports Campus,"Premier Sports Campus provides facilities and services for sports-related events – like tournaments, practices, and more – or non-sports related events such as movie nights or concerts. Facilities include on-site concession stands, lighted fields, stadium seating, training rooms and other amenities.",,,,2019-09-12 15:30:37,2021-08-24 16:24:05,0
199,default,1,Premier Sports Campus Map,campus-map,,Campus Map | Premier Sports Campus,"Use the campus map to learn more about the layout of the Premier Sports Campus complex, types of sporting fields available and details about the sporting events, training programs and fitness centers on hand. Search on the map or with a dropdown memo and share your story with the #BrandentonAreaSports hashtag.",,,,2019-09-12 15:34:02,2019-10-01 12:51:26,0
200,default,1,Fly Nonstop From BLV to SRQ on Allegiant,american-airlines-non-stop-msp-to-blv,,Allegiant Air - Non Stop BLV to SRQ,,,"American Airlines - Non Stop DFW to SRQ American Airlines - Non Stop DFW to SRQ Attachment: 20181001114629-American-Srq-Non-Stop-Landing-Page-Header-V11.jpeg 20181001114629-american-srq-non-stop-landing-page-header-v11.jpeg Deck Title Fusce malesuada semper velit nec varius. Morbi et aliquet sapien. Nun c tellus tortor, lacinia ac dui at, efficitur eleifend velit. Sed fermentum ipsum tellus, a tincidunt mi semper ut. Suspendisse bibendum, erat quis dignissim varius, ante erat aliquet ligula Deck Don't Miss These Bradenton Area Favorites! Html Container Attachment: 20180926155425-Frame-Template-Shell.png 1. Award Winning Beaches “Old Florida” still thrives on the Bradenton Area's 16 miles of sugar white beaches, with options for those looking to snorkel, shell, play beach volleyball or enjoy some seclusion. Even better, Coquina Beach on Anna Maria Island was recently named one of the world’s top island beaches for perfect sand by Conde Nast Traveler readers. 20180926155425-frame-template-shell.png Attachment: 20180927123545-Frame-Template-Sunglasses.png 2. The Bradenton Riverwalk Spanning 1.5 miles along the sparkling Manatee River, the Bradenton Riverwalk is a great way to spend your sunny Florida afternoon. Grab a sweet treat at Corwin’s Ice Cream and Smoothies and hang out on one of the outdoor living rooms, or bring the family and enjoy the splashpad and playground. 20180927123545-frame-template-sunglasses.png Attachment: 20181001120552-Frame-Template-Polaroids.png 3. Waterfront Dining From rivers and lakes to bays and the Gulf of Mexico, there's always a gorgeous body of water to sit by (or jump in) in the Bradenton Area. And the best part is our waterfront dining. Spend your vacation with your toes in the sand and dining on fresh seafood by the turquoise waters of the Gulf on Anna Maria Island, or having a first class steak at the riverside dining establishments in historic downtown Bradenton. 20181001120552-frame-template-polaroids.png Attachment: 20181001135614-Framre-Template-Polaroids-2.png 4. Breweries Bradenton is a city dedicated to living local, and that extends to its beer. Craft breweries like Darwin Brewing Company, Motorworks Brewing, Naughty Monk Brewery and 3 Keys Brewing and Eatery use local flavors to make some tasty, award-winning brews that are best enjoyed while relaxing under the warm Florida sun. 20181001135614-framre-template-polaroids-2.png",,2019-09-12 15:36:47,2019-09-13 14:55:57,1
201,default,1,Unique Eats in the Bradenton Area,unique-eats-in-the-bradenton-area,,,"The Bradenton Area boasts many flavors of restaurants that appeal to any craving, including the unique and quirky. Looking for something a little off the beaten path, or somewhere that you can sample different types of food? Look no further! We’ve created a list of some of the most delightfully peculiar places to enjoy a local meal.",,,,2019-09-25 10:55:35,2020-02-28 15:18:56,0
202,default,1,All About Manatees,all-about-manatees,,All About Manatees,"Manatees inspire awe and wonder in all of us. It's only natural to want to get a closer look. But it's equally important to be respectful of their habitat and health.",,,,2019-10-03 11:10:16,2019-11-12 14:42:47,0
203,default,0,"Farmers Markets, U-Pick Veggies, and Fresh Local Seafood—Oh My!",farmers-markets-u-pick-veggies-and-fresh-local-seafood-oh-my,,"Farmers Markets, U-Pick Veggies, and Fresh Local Seafood—Oh My!","There’s a lot to love about the Bradenton Area, including the farm-fresh produce and local seafood from the Gulf of Mexico. You can shop for locally grown fruits and veggies at nearby farmers markets, or experience life on the farm as you pick your own—directly off the vine!",,,,2019-10-03 11:11:55,2023-10-17 10:50:22,0
204,default,1,Behind the Scenes at the Bishop Museum of Science and Nature,behind-the-scenes-at-the-bishop-museum-of-science-and-nature,,Behind the Scenes at the Bishop Museum of Science and Nature,"The Bishop Museum of Science and Nature has entertained and educated everyone from children to adults in the Bradenton Area for more than 70 years. Whether it’s a name change or a new exhibit, this is one museum that isn’t stuck in the past.",,,,2019-10-04 09:03:32,2019-10-04 09:21:49,0
205,default,1,Fly Nonstop From ATL to ARQ on Delta,delta-non-stop-atl-to-srq,,Delta - Non Stop ATL to SRQ,,,"American Airlines - Non Stop DFW to SRQ American Airlines - Non Stop DFW to SRQ Attachment: 20181001114629-American-Srq-Non-Stop-Landing-Page-Header-V11.jpeg 20181001114629-american-srq-non-stop-landing-page-header-v11.jpeg Deck Title Fusce malesuada semper velit nec varius. Morbi et aliquet sapien. Nun c tellus tortor, lacinia ac dui at, efficitur eleifend velit. Sed fermentum ipsum tellus, a tincidunt mi semper ut. Suspendisse bibendum, erat quis dignissim varius, ante erat aliquet ligula Deck Don't Miss These Bradenton Area Favorites! Html Container Attachment: 20180926155425-Frame-Template-Shell.png 1. Award Winning Beaches “Old Florida” still thrives on the Bradenton Area's 16 miles of sugar white beaches, with options for those looking to snorkel, shell, play beach volleyball or enjoy some seclusion. Even better, Coquina Beach on Anna Maria Island was recently named one of the world’s top island beaches for perfect sand by Conde Nast Traveler readers. 20180926155425-frame-template-shell.png Attachment: 20180927123545-Frame-Template-Sunglasses.png 2. The Bradenton Riverwalk Spanning 1.5 miles along the sparkling Manatee River, the Bradenton Riverwalk is a great way to spend your sunny Florida afternoon. Grab a sweet treat at Corwin’s Ice Cream and Smoothies and hang out on one of the outdoor living rooms, or bring the family and enjoy the splashpad and playground. 20180927123545-frame-template-sunglasses.png Attachment: 20181001120552-Frame-Template-Polaroids.png 3. Waterfront Dining From rivers and lakes to bays and the Gulf of Mexico, there's always a gorgeous body of water to sit by (or jump in) in the Bradenton Area. And the best part is our waterfront dining. Spend your vacation with your toes in the sand and dining on fresh seafood by the turquoise waters of the Gulf on Anna Maria Island, or having a first class steak at the riverside dining establishments in historic downtown Bradenton. 20181001120552-frame-template-polaroids.png Attachment: 20181001135614-Framre-Template-Polaroids-2.png 4. Breweries Bradenton is a city dedicated to living local, and that extends to its beer. Craft breweries like Darwin Brewing Company, Motorworks Brewing, Naughty Monk Brewery and 3 Keys Brewing and Eatery use local flavors to make some tasty, award-winning brews that are best enjoyed while relaxing under the warm Florida sun. 20181001135614-framre-template-polaroids-2.png",,2019-10-21 11:05:31,2019-10-21 11:09:34,1
206,default,0,"Signature Events, Festivals, and More!",signature-events-festivals-and-more,,"Events, Festivals, and More!","The Bradenton Area is home to many signature events that celebrate the arts, history, and culture of the region. No matter your passion or preference (or time of year!), there’s always an event that is sure to please everyone.",,,,2019-10-27 08:13:29,2020-09-09 11:00:49,0
207,default,1,Date Night,date-night,,Date Night,"The Bradenton Area is the perfect place to celebrate anniversaries, birthdays, and even a simple date night. With a vast array of activities, restaurants, and romantic hideaways, you’re sure to rekindle that special feeling with your significant other. Disconnect from the stresses of everyday life and reconnect with each other over cocktails, a live performance, and the perfect meal.",,,,2019-10-27 08:17:47,2019-11-01 14:35:51,0
208,default,1,All About Downtown Bradenton,all-about-downtown-bradenton,,,,,,,2019-11-05 14:08:41,2019-11-05 14:08:41,0
209,default,1,Coastal Birds and Where to Find Them,coastal-birds-and-where-to-find-them,,,"Whether you’re an avid birder or simply enjoying the sun, the unique cackle-like call of the Laughing Gull (Larus atricilla) will always remind you of the beach. Keep your eyes peeled for the rare and distinctively-marked American Oystercatcher (Haematopus palliates) and other interesting birds!",,,,2019-11-05 14:09:17,2019-11-20 12:12:32,0
210,default,1,Five Local Favorites for Fresh Seafood,five-local-favorites-for-fresh-seafood,,,"Like our ancestors before us, the sea provides a diverse bounty of life that sustains and satisfies us, mentally and physically. So, here are five of our favorite places where you can go to enjoy everything the sea has to offer.",,,,2019-11-12 11:27:04,2019-11-20 12:11:44,0
211,default,1,Biking the Bradenton Area,biking-the-bradenton-area,,,,,,,2019-12-03 14:42:49,2019-12-12 15:26:38,0
212,default,1,Feed Your Need for Speed in the Bradenton Area,feed-your-need-for-speed-in-the-bradenton-area,,Feed Your Need for Speed in the Bradenton Area,"Founded in 2008 by Dan Andersen, this 13-turn, one-mile go-kart track is also a state-of-the-art training facility where aspiring drivers of all ages can hone their skills and chase their dreams of competing in professional open-wheel racing.",,,,2019-12-26 10:05:38,2019-12-26 10:11:52,0
213,default,1,20 Things To Do in 2020,20-things-to-do-in-2020,,20 Things To Do in 2020,"A New Year brings new adventures, exhilarating encounters, and lifelong memories. With countless ways to enjoy an authentic Florida getaway in the Bradenton Area, we’ve compiled a list of 20 outstanding things experience in 2020 to get you started.","A New Year brings new adventures, exhilarating encounters, and lifelong memories. With countless ways to enjoy an authentic Florida getaway in the Bradenton Area, we’ve compiled a list of 20 outstanding things experience in 2020 to get you started.",,,2020-01-02 09:42:43,2020-01-11 16:57:58,0
214,default,1,"Catch a Game of America's Favorite Pastime in The Bradenton Area",catch-a-game-of-americas-favorite-pastime-in-the-bradenton-area,,,If you’ve ever been to Downtown Bradenton in the spring months you may have found yourself surrounded by an awful lot of black and gold paraphernalia. Don’t be alarmed – you’re only surrounded by hundreds of Pittsburgh Pirates fans who have come to the Bradenton Area to cheer on their beloved Bucs ahead of their regular season.,,,,2020-01-10 10:16:09,2020-01-27 16:48:24,0
215,default,1,Dock and Dine: Best Boat-Up Restaurants,dock-and-dine-best-boat-up-restaurants,,,"For those who don't want to spend time too far from the water, we offer another experience few places can match: Dock and dine, which is the experience of boating right up to a restaurant, hopping off and grabbing some food and drink before heading out back out to the water. Here are six picks that set the high-water mark for docking and dining.",,,,2020-01-10 10:17:15,2020-01-23 10:44:21,0
216,default,1,"World's Strongest Man 2020",worlds-strongest-man-2020,,"World's Strongest Man 2020","The World's Strongest Man Competition is back in Bradenton!",,,,2020-01-17 15:49:15,2020-01-17 15:49:15,0
217,default,1,"The World's Strongest Man Competition 2020 - Bradenton Area, Florida!",the-worlds-strongest-man-competition-2020-bradenton-area-florida,,"The World's Strongest Man Competition 2020 - Bradenton Area, Florida!","The World's Strongest Man is an international strongman competition held every year. Organized by IMG, an Endeavor company, it is broadcast in the US during summers and in the UK around the end of December each year.",,,,2020-01-24 08:38:10,2020-01-24 08:48:05,0
218,default,1,Sweets for Your Sweetie,sweets-for-your-sweetie,,,"When you’re on vacation it’s always important to make sure you enjoy yourself. And what’s better to enjoy than the perfect sweet treat? Fortunately the Bradenton Area is chock full of chocolate shops, ice cream parlors and heavenly bakeries that are sure to hit the spot that your sweet tooth is craving. Here are some of the top places to grab a sugary snack.",,,,2020-02-12 11:54:07,2020-02-20 16:08:09,0
219,default,1,Why You Should Fly Through SRQ,why-you-should-fly-through-srq,,,"Flying to SRQ brings all of the convenience of a larger airports with none of the hassle: fewer lines, easy baggage claim, and stress-free rental car access. Located minutes away from the beaches of Anna Maria Island and the excitement of downtown Bradenton, you’ll literally breeze through on your way to start your vacation!",,,,2020-02-12 11:54:40,2020-02-20 16:13:54,0
220,default,1,Behind the Scenes at ArtCenter Manatee,behind-the-scenes-at-artcenter-manatee,,,"Located on 3rd avenue – just steps away from The Bishop Museum of Science and Nature and a couple blocks west of the Manatee Performing Arts Center – is ArtCenter Manatee, another legendary repository of creative energy.",,,,2020-02-12 11:55:03,2020-02-19 09:14:37,0
221,default,1,The Best Bites for the Beach,the-best-bites-for-the-beach,,The Best Bites for the Beach,"You probably already know to bring sunscreen and inflatable rafts to the beach, but don’t forget to pack (or plan for) some delicious beach bites. You’ll find an assortment of eateries along Gulf Drive that offer to-go orders, or you can plan ahead and pack your cooler with some tasty treats. Trust us, once your toes touch the sand, the last thing you’ll want to do is leave—and that’s where your to-go order or your cooler will score major points with the family.",,,,2020-03-06 10:27:20,2021-05-20 14:41:36,0
222,default,1,All About Our Beaches,all-about-our-beaches,,,,,,,2020-03-06 10:28:45,2020-03-06 10:28:45,0
223,default,1,COVID-19,covid-19,,COVID-19 Travel Health & Safety Information,"The Bradenton Area Convention & Visitors Bureau (BACVB) is committed to the safety of its visitors, partners and community. We ask that all visitors and locals of the Bradenton Area follow health and safety recommendations from health professionals and practice social distancing",,,,2020-03-17 12:24:38,2020-03-24 15:05:21,0
224,default,1,Deals & Offers,deals-offers,,,,,,,2020-03-23 12:51:32,2020-03-23 13:09:25,0
225,default,1,COVID-19 Industry Partner Information,covid-19-industry-partner-information,,COVID-19 Industry Partner Information,The Bradenton Area Convention and Visitors Bureau (BACVB) continues to mintor the COVID-10 pandemic closely. Below is a list of resources that will help visitors of the Bradenton Area travel safely and Bradenton Area residents manage their professional and business needs during the crisis. ,,,,2020-03-23 13:46:50,2020-05-26 15:30:38,0
226,default,1,Bradenton Area Eats,bradenton-area-eats,,Bradenton Area Eats,"During this difficult time, we encourage all Manatee County residents to stay home and avoid large groups of people. However, that doesn’t mean you have to let your pantries go bare or miss out on your favorite meals.",,,,2020-03-24 10:16:23,2020-04-08 08:42:37,0
227,simple-list,0,Bradenton Area Eats WORK,bradenton-area-eats-test,,,,,,,2020-03-24 15:00:35,2020-03-26 14:07:08,0
228,simple-list,0,Bradenton Area Eats ORG,bradenton-area-eats-dev,,,,,,,2020-03-26 14:07:16,2020-03-26 14:07:35,0
229,default,0,Virtual Experiences - Bring the Bradenton Area Home CXL,bring-the-bradenton-area-to-your-home,,,,,,,2020-03-31 13:52:57,2020-04-07 14:13:07,0
230,navigation,1,Bring the Bradenton Area Home,bring-the-bradenton-area-home,,Bring the Bradenton Area Home,"We know that right now you mostly have to spend your days dreaming about your next vacation. In the mean time, we've pulled together some experiences, activities and more to bring the Bradenton Area right to your home.",,,,2020-04-03 09:35:21,2020-04-03 09:38:33,0
231,default,0,A Taste of the Bradenton Area CXL,a-taste-of-the-bradenton-area,,A Taste of the Bradenton Area,,,,,2020-04-03 11:23:12,2020-04-09 10:04:26,0
